"tick","# Alive Epithelial Cells","# Infected Epithelial Cells","# Dead Epithelial Cells","# Free Virions","# Innate Immune Cells","# Specialised Immune Cells","# Agents In Total"
95.1,58831,2857,101169,5646,111401,111345,388392
96.1,59722,2734,100278,5303,109629,111943,386875
97.1,60617,2606,99383,4821,107547,112535,384903
98.1,61549,2469,98451,4410,105268,113122,382800
99.1,62521,2327,97479,4191,102688,113641,380520
100.1,63405,2177,96595,4087,99800,114184,378071
101.1,64475,2070,95525,3934,96398,114650,374982
102.1,65496,1971,94504,3765,92779,115086,371630
103.1,66586,1975,93414,3495,88786,115496,367777
104.1,67696,1906,92304,3345,84666,115879,363890
105.1,68843,1855,91157,3110,80194,116266,359570
106.1,69912,1777,90088,3156,75630,116667,355453
107.1,71024,1705,88976,2972,70786,117058,350816
108.1,72222,1675,87778,2778,66029,117398,346205
109.1,73364,1639,86636,2593,61285,117755,341633
110.1,74495,1582,85505,2520,56496,118078,337094
111.1,75568,1502,84432,2407,51780,118424,332611
112.1,76731,1442,83269,2378,47420,118740,328538
113.1,77944,1399,82056,2247,43178,119046,324471
114.1,79097,1366,80903,2184,39215,119354,320753
115.1,80266,1333,79734,2071,35553,119640,317264
116.1,81401,1280,78599,2080,32016,119914,314010
117.1,82595,1236,77405,2038,28841,120190,311069
118.1,83742,1193,76258,2029,25940,120484,308453
119.1,84908,1175,75092,2006,23409,120739,306154
120.1,86104,1141,73896,2034,21110,120970,304114
121.1,87295,1186,72705,1925,19134,121198,302257
122.1,88478,1168,71522,1755,17310,121466,300531
123.1,89652,1125,70348,1659,15753,121705,299117
124.1,90758,1067,69242,1709,14271,121948,297928
125.1,91922,1045,68078,1696,12987,122172,296855
126.1,93080,1057,66920,1648,11807,122404,295859
127.1,94108,1020,65892,1610,10777,122646,295033
128.1,95256,1005,64744,1560,9840,122865,294265
129.1,96371,976,63629,1503,8997,123092,293592
130.1,97588,973,62412,1486,8237,123296,293019
131.1,98809,972,61191,1526,7504,123473,292503
132.1,99901,930,60099,1583,6914,123679,292176
133.1,100974,919,59026,1553,6382,123882,291817
134.1,102047,916,57953,1410,5900,124096,291406
135.1,103140,907,56860,1377,5477,124310,291164
136.1,104277,910,55723,1249,5069,124501,290819
137.1,105306,878,54694,1273,4765,124686,290724
138.1,106391,839,53609,1313,4519,124869,290701
139.1,107474,829,52526,1200,4308,125057,290565
140.1,108543,797,51457,1191,4077,125245,290513
141.1,109613,765,50387,1153,3929,125427,290509
142.1,110686,736,49314,1145,3776,125595,290516
143.1,111764,701,48236,1128,3661,125756,290545
144.1,112746,677,47254,1097,3590,125918,290605
145.1,113804,640,46196,1098,3508,126067,290673
146.1,114863,626,45137,991,3435,126199,290625
147.1,115973,633,44027,947,3375,126325,290647
148.1,117010,625,42990,932,3353,126457,290742
149.1,118085,614,41915,977,3315,126576,290868
150.1,119081,606,40919,945,3306,126717,290968
151.1,120096,599,39904,999,3281,126850,291130
152.1,121085,590,38915,904,3262,126987,291153
153.1,122037,587,37963,901,3270,127103,291274
154.1,122958,563,37042,917,3268,127229,291414
155.1,123875,549,36125,845,3275,127347,291467
156.1,124828,536,35172,806,3262,127476,291544
157.1,125820,527,34180,790,3247,127601,291638
158.1,126747,506,33253,782,3244,127724,291750
159.1,127663,491,32337,715,3243,127836,291794
160.1,128511,471,31489,683,3258,127953,291894
161.1,129431,458,30569,671,3252,128046,291969
162.1,130287,445,29713,666,3244,128135,292045
163.1,131160,448,28840,662,3247,128236,292145
164.1,132009,436,27991,685,3258,128330,292273
165.1,132886,423,27114,656,3256,128432,292344
166.1,133758,429,26242,618,3256,128521,292395
167.1,134552,412,25448,670,3250,128607,292527
168.1,135360,396,24640,672,3247,128699,292618
169.1,136124,404,23876,644,3250,128779,292673
170.1,136895,389,23105,613,3256,128862,292731
171.1,137671,377,22329,603,3275,128947,292825
172.1,138476,382,21524,563,3271,129029,292863
173.1,139198,369,20802,594,3273,129119,292986
174.1,139912,363,20088,576,3286,129197,293059
175.1,140580,368,19420,488,3276,129271,293035
176.1,141265,369,18735,445,3275,129349,293069
177.1,141970,339,18030,425,3287,129429,293141
178.1,142634,327,17366,392,3278,129492,293162
179.1,143299,311,16701,370,3286,129564,293220
180.1,143917,294,16083,356,3279,129639,293274
181.1,144510,277,15490,354,3290,129706,293350
182.1,145133,250,14867,390,3278,129774,293442
183.1,145744,242,14256,430,3280,129830,293540
184.1,146330,240,13670,413,3278,129883,293574
185.1,146894,249,13106,405,3262,129928,293595
186.1,147412,248,12588,407,3283,129975,293665
187.1,147946,247,12054,395,3275,130014,293684
188.1,148514,245,11486,387,3276,130051,293714
189.1,149047,246,10953,360,3264,130091,293715
190.1,149483,245,10517,343,3249,130126,293718
191.1,149949,249,10051,313,3240,130137,293690
192.1,150425,235,9575,348,3254,130163,293765
193.1,150876,244,9124,365,3251,130173,293789
194.1,151263,234,8737,355,3246,130195,293796
195.1,151647,216,8353,359,3244,130217,293820
196.1,152072,215,7928,350,3229,130196,293775
197.1,152442,224,7558,327,3233,130155,293715
198.1,152814,224,7186,295,3246,130126,293667
199.1,153152,207,6848,298,3256,130077,293631
200.1,153451,195,6549,284,3250,130004,293538
201.1,153772,176,6228,298,3248,129903,293449
202.1,154091,166,5909,275,3258,129774,293307
203.1,154387,172,5613,269,3251,129595,293115
204.1,154707,171,5293,276,3251,129374,292901
205.1,154975,176,5025,278,3257,129119,292654
206.1,155293,163,4707,280,3253,128837,292370
207.1,155549,162,4451,252,3252,128469,291973
208.1,155772,161,4228,222,3251,128064,291537
209.1,155981,159,4019,224,3259,127598,291081
210.1,156219,141,3781,193,3259,127038,290490
211.1,156414,131,3586,196,3256,126378,289830
212.1,156607,125,3393,200,3263,125672,289135
213.1,156818,117,3182,181,3263,124826,288270
214.1,157007,113,2993,182,3266,123838,287286
215.1,157204,113,2796,192,3276,122780,286248
216.1,157382,116,2618,182,3275,121556,285013
217.1,157560,110,2440,171,3281,120231,283683
218.1,157707,116,2293,157,3268,118820,282245
219.1,157871,111,2129,162,3261,117228,280651
220.1,158009,114,1991,186,3264,115545,278995
221.1,158138,105,1862,213,3268,113712,277193
222.1,158201,100,1799,200,3271,111714,275185
223.1,158313,112,1687,198,3261,109546,273005
224.1,158412,109,1588,187,3261,107305,270753
225.1,158515,112,1485,181,3252,104939,268372
226.1,158584,111,1416,177,3255,102467,265899
227.1,158680,114,1320,200,3251,99831,263282
228.1,158767,122,1233,196,3251,97197,260644
229.1,158797,124,1203,213,3267,94398,257878
230.1,158864,121,1136,205,3261,91588,255054
231.1,158930,123,1070,196,3256,88682,252134
232.1,158970,118,1030,185,3257,85733,249175
233.1,159019,113,981,181,3273,82763,246217
234.1,159089,110,911,190,3263,79809,243262
235.1,159140,107,860,184,3276,76731,240191
236.1,159180,112,820,176,3273,73735,237184
237.1,159220,116,780,176,3277,70760,234213
238.1,159279,121,721,203,3266,67835,231304
239.1,159299,128,701,225,3274,65026,228525
240.1,159313,134,687,242,3251,62172,225665
