"tick","# Alive Epithelial Cells","# Infected Epithelial Cells","# Dead Epithelial Cells","# Free Virions","# Innate Immune Cells","# Specialised Immune Cells","# Agents In Total"
98.1,16495,7506,143505,56377,39267,24551,280195
99.1,15568,7073,144432,53253,39239,25063,277555
100.1,14764,6701,145236,49813,39160,25550,274523
101.1,13971,6299,146029,46827,39067,26003,271897
102.1,13263,5925,146737,44288,38911,26441,269640
103.1,12611,5620,147389,42066,38743,26860,267669
104.1,11963,5305,148037,40030,38454,27258,265742
105.1,11392,5025,148608,38523,38077,27656,264256
106.1,10766,4698,149234,36157,37725,28067,261949
107.1,10260,4430,149740,33578,37312,28431,259321
108.1,9781,4211,150219,31546,36848,28802,257196
109.1,9336,4014,150664,29684,36297,29105,255086
110.1,8866,3728,151134,27518,35667,29432,252617
111.1,8498,3554,151502,25938,34998,29739,250675
112.1,8132,3339,151868,24227,34313,30042,248582
113.1,7749,3160,152251,22533,33522,30355,246410
114.1,7454,3006,152546,21193,32665,30624,244482
115.1,7166,2841,152834,19909,31913,30862,242684
116.1,6918,2691,153082,18542,31062,31098,240702
117.1,6663,2571,153337,17179,30189,31352,238720
118.1,6421,2407,153579,16147,29300,31595,237042
119.1,6231,2277,153769,15627,28356,31807,235790
120.1,6022,2153,153978,14803,27346,32026,234175
121.1,5847,2026,154153,14061,26360,32240,232661
122.1,5696,1941,154304,13395,25344,32459,231198
123.1,5552,1825,154448,12513,24400,32633,229546
124.1,5414,1718,154586,11652,23421,32830,227903
125.1,5315,1639,154685,10997,22394,32992,226383
126.1,5261,1580,154739,10440,21471,33136,225047
127.1,5175,1520,154825,9889,20561,33283,223733
128.1,5091,1447,154909,9486,19688,33421,222595
129.1,5000,1341,155000,8959,18773,33569,221301
130.1,4974,1304,155026,8512,17827,33708,220047
131.1,4950,1232,155050,7987,16985,33825,218797
132.1,4954,1160,155046,7507,16127,33940,217574
133.1,4943,1096,155057,7158,15299,34052,216509
134.1,4930,1027,155070,6842,14484,34162,215488
135.1,4929,995,155071,6480,13688,34244,214412
136.1,4932,931,155068,6141,12898,34348,213387
137.1,4964,883,155036,5863,12191,34439,212493
138.1,5011,847,154989,5540,11518,34512,211570
139.1,5064,799,154936,5205,10817,34592,210614
140.1,5140,770,154860,5136,10168,34649,209953
141.1,5230,743,154770,5068,9551,34720,209339
142.1,5342,707,154658,4865,8962,34793,208620
143.1,5431,683,154569,4732,8445,34856,208033
144.1,5534,636,154466,4502,7917,34922,207341
145.1,5643,617,154357,4362,7459,34981,206802
146.1,5770,585,154230,4038,7020,35054,206112
147.1,5907,577,154093,3875,6610,35101,205586
148.1,6033,547,153967,3627,6246,35164,205037
149.1,6159,532,153841,3588,5888,35211,204687
150.1,6309,516,153691,3450,5576,35263,204289
151.1,6470,500,153530,3276,5287,35319,203882
152.1,6646,485,153354,3137,4992,35371,203500
153.1,6827,485,153173,2975,4741,35416,203132
154.1,7013,455,152987,2856,4541,35462,202859
155.1,7217,441,152783,2648,4382,35500,202530
156.1,7455,427,152545,2487,4228,35552,202267
157.1,7663,409,152337,2368,4105,35603,202076
158.1,7891,400,152109,2249,4021,35646,201916
159.1,8138,398,151862,2239,3960,35681,201880
160.1,8361,375,151639,2165,3911,35714,201790
161.1,8649,359,151351,2262,3847,35748,201857
162.1,8927,363,151073,2222,3789,35789,201800
163.1,9182,343,150818,2121,3745,35834,201700
164.1,9461,335,150539,2078,3710,35863,201651
165.1,9734,334,150266,1972,3660,35889,201521
166.1,10012,336,149988,1891,3647,35929,201467
167.1,10320,339,149680,1822,3634,35964,201420
168.1,10644,342,149356,1840,3623,35996,201459
169.1,10987,340,149013,1850,3578,36032,201460
170.1,11327,344,148673,1803,3558,36059,201420
171.1,11664,353,148336,1792,3555,36088,201435
172.1,12014,355,147986,1702,3549,36118,201369
173.1,12352,342,147648,1688,3517,36147,201352
174.1,12666,325,147334,1677,3527,36179,201383
175.1,13018,317,146982,1668,3508,36219,201395
176.1,13399,307,146601,1620,3496,36258,201374
177.1,13810,306,146190,1640,3490,36283,201413
178.1,14176,296,145824,1744,3465,36313,201522
179.1,14580,297,145420,1741,3450,36348,201539
180.1,14966,307,145034,1680,3454,36377,201511
181.1,15389,308,144611,1621,3444,36409,201474
182.1,15801,321,144199,1546,3433,36435,201414
183.1,16201,321,143799,1541,3419,36464,201424
184.1,16628,323,143372,1495,3426,36490,201411
185.1,17079,326,142921,1558,3418,36504,201480
186.1,17500,326,142500,1529,3407,36533,201469
187.1,17962,329,142038,1497,3392,36566,201455
188.1,18421,349,141579,1496,3386,36591,201473
189.1,18863,358,141137,1533,3396,36618,201547
190.1,19340,365,140660,1635,3390,36645,201670
191.1,19809,370,140191,1715,3378,36668,201761
192.1,20298,366,139702,1751,3367,36697,201815
193.1,20768,361,139232,1796,3351,36728,201875
194.1,21252,355,138748,1800,3353,36753,201906
195.1,21706,383,138294,1744,3358,36781,201883
196.1,22186,404,137814,1742,3352,36799,201893
197.1,22683,397,137317,1738,3349,36835,201922
198.1,23200,404,136800,1712,3336,36848,201896
199.1,23693,422,136307,1645,3340,36874,201859
200.1,24222,410,135778,1678,3338,36894,201910
201.1,24759,437,135241,1762,3324,36905,201991
202.1,25217,454,134783,1860,3322,36917,202099
203.1,25730,461,134270,1969,3298,36939,202206
204.1,26224,474,133776,2008,3297,36945,202250
205.1,26730,490,133270,2162,3286,36977,202425
206.1,27272,484,132728,2204,3285,36994,202483
207.1,27765,491,132235,2365,3269,36999,202633
208.1,28273,487,131727,2337,3261,36996,202594
209.1,28792,503,131208,2201,3255,36986,202442
210.1,29301,496,130699,2165,3257,36988,202410
211.1,29876,497,130124,2287,3262,36972,202521
212.1,30412,489,129588,2340,3249,36946,202535
213.1,30939,494,129061,2363,3242,36915,202520
214.1,31485,495,128515,2354,3237,36858,202449
215.1,32024,500,127976,2410,3244,36802,202456
216.1,32531,507,127469,2504,3235,36729,202468
217.1,33087,503,126913,2418,3245,36646,202309
218.1,33641,525,126359,2319,3249,36556,202124
219.1,34211,523,125789,2324,3250,36467,202041
220.1,34750,532,125250,2358,3258,36378,201994
221.1,35295,544,124705,2387,3247,36249,201883
222.1,35839,558,124161,2431,3259,36122,201812
223.1,36405,581,123595,2445,3253,35970,201668
224.1,36948,585,123052,2539,3254,35799,201592
225.1,37487,590,122513,2674,3271,35633,201578
226.1,38030,597,121970,2565,3272,35456,201293
227.1,38618,600,121382,2534,3275,35232,201041
228.1,39192,602,120808,2535,3279,34948,200762
229.1,39748,612,120252,2454,3284,34700,200438
230.1,40269,612,119731,2467,3280,34509,200256
231.1,40822,596,119178,2505,3286,34207,199998
232.1,41401,601,118599,2480,3292,33892,199664
233.1,41986,602,118014,2511,3298,33549,199358
234.1,42615,599,117385,2446,3300,33211,198957
235.1,43204,603,116796,2463,3298,32847,198608
236.1,43760,620,116240,2492,3296,32481,198269
237.1,44344,629,115656,2671,3304,32094,198069
238.1,44905,641,115095,2756,3300,31678,197734
239.1,45518,665,114482,2804,3298,31241,197343
240.1,46102,681,113898,2843,3297,30781,196921
